what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351581656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351586692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351587181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351587201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351587965
error,log,,,"Invalid preference page path: Logging",1349351590441
error,log,,,"Core exception while retrieving the content description",1349351590448
error,log,,,"Core exception while retrieving the content description",1349351590449
error,log,,,"Core exception while retrieving the content description",1349351590450
error,log,,,"Core exception while retrieving the content description",1349351590451
error,log,,,"Core exception while retrieving the content description",1349351590453
error,log,,,"Core exception while retrieving the content description",1349351590454
error,log,,,"Core exception while retrieving the content description",1349351590455
error,log,,,"Core exception while retrieving the content description",1349351590456
error,log,,,"Core exception while retrieving the content description",1349351590475
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1349351590768
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1349351590839
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1349351591012
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351595631
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351595742
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349351597943
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351597943
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1349351599181
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1349351599193
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1349351599248
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1349351599252
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1349351599331
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1349351599344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1349351601333
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1349351601619
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1349351601647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351604033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351604721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351604726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351605489
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351607510
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351607573
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349351614376
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351616112
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351616216
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349351639978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351659786
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351672654
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351672691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351672837
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351687712
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351689241
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351704826
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351705268
executed,command,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors.lineNumberToggle",1349351747939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351757334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351793239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351802860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351825573
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351828174
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349351828175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351833008
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1349351901508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351916058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351928494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351933774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351934583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351954544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349351963024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351964697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351964867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351964913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349351999684
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349352007890
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352009471
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352009545
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349352009571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1349352012782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352017754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352018099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352018301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352033161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352033185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1349352033883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352033961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352035377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352037832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352038614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352038835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352038890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352256097
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349352256633
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349352258500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.collapseAll",1349352258558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1349352260678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352269420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352363328
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352363770
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352393123
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352393123
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352396066
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352396066
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349352398604
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1349352398604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352404826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352967533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349352969861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353007184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353007539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353007564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353012696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349353016101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353019761
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349353020187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349353020336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353021718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353032162
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1349353039057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353040929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353045483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349353050416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353053359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353053376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353053816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353055518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353055726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353063695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349353067965
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1349353070309
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1349353070598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349353071152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353091066
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1349353108660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353108708
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349353109986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353111716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353112017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353112090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353147624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353147883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1349353149824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349353149874
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349353150481
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1349353153074
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1349353153149
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1349353198507
